Key	"Experiment 1"	"Experiment 2"	"Experiment 3"	"Experiment 4"	"Experiment 5"	"Experiment 6"	"Experiment 7"	"Experiment 8"	"Experiment 9"	"Experiment 10"	"Experiment 11"	"Experiment 12"	"Experiment 13"	"Experiment 14"	"Experiment 15"	"Experiment 16"	"Experiment 17"	"Experiment 18"	"Experiment 19"	"Experiment 20"	"Experiment 21"	"Experiment 22"	"Experiment 23"	"Experiment 24"	"Experiment 25"	"Experiment 26"	"Experiment 27"	"Experiment 28"	"Experiment 29"	"Experiment 30"	"Experiment 31"	"Experiment 32"	"Experiment 33"	"Experiment 34"	"Experiment 35"	"Experiment 36"	"Experiment 37"	"Experiment 38"	"Experiment 39"	"Experiment 40"	"Experiment 41"	"Experiment 42"	"Experiment 43"	"Experiment 44"	"Experiment 45"	"Experiment 46"	"Experiment 47"	"Experiment 48"	"Experiment 49"	"Experiment 50"	"Experiment 51"	"Experiment 52"	"Experiment 53"	"Experiment 54"	"Experiment 55"	"Experiment 56"	"Experiment 57"	"Experiment 58"	"Experiment 59"	"Experiment 60"	"Experiment 61"	"Experiment 62"	"Experiment 63"	"Experiment 64"	"Experiment 65"	"Experiment 66"	"Experiment 67"	"Experiment 68"	"Experiment 69"	"Experiment 70"	"Experiment 71"	"Experiment 72"	"Experiment 73"	"Experiment 74"	"Experiment 75"	"Experiment 76"	"Experiment 77"	"Experiment 78"	"Experiment 79"	"Experiment 80"	"Experiment 81"	"Experiment 82"	"Experiment 83"	"Experiment 84"	"Experiment 85"	"Experiment 86"	"Experiment 87"	"Experiment 88"	"Experiment 89"	"Experiment 90"	"Experiment 91"	"Experiment 92"	"Experiment 93"	"Experiment 94"	"Experiment 95"	"Experiment 96"	"Experiment 97"	"Experiment 98"	"Experiment 99"	"Experiment 100"	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Subcellular location [CC]
pheM	7.7223	7.8097	7.3405	7.4277	6.7984	7.3133	6.6042	6.774	6.1869	5.7734	6.8493	7.0301	6.509	6.4674	5.2742	5.8855	7.3395	7.0431	7.5381	7.6162	7.6654	7.5911	7.5696	7.1877	7.399	6.8957	7.1366	6.7504	7.1754	6.3848	6.8362	7.2663	7.0971	7.0452	7.4529	6.6721	6.6124	5.6426	6.6265	6.988	7.0942	6.6355	6.3299	6.9088	7.7724	8.0185	7.0682	7.0818	7.0154	7.1634	7.1825	7.3185	7.2753	6.722	7.2583	7.5908	7.3586	8.1936	7.1822	7.4447	6.9017	7.1155	7.3938	7.9067	7.7212	6.9334	6.7713	6.6279	7.2587	6.8137	7.0448	6.502	6.7876	6.8034	7.0404	7.291	7.4122	6.9151	6.9527	7.0056	6.9388	6.59	6.9184	7.4266	7.6262	7.1436	8.0497	8.3761	7.1761	7.5898	7.1592	7.0556	7.4686	7.4498	8.3797	7.7458	7.9046	7.0664	7.0392	7.2825	regulation of transcription, DNA-templated [GO:0006355]			
pheP	7.4897	7.5911	7.3221	7.3742	6.4733	7.1267	7.0824	6.9825	7.6745	7.5984	7.4646	7.2668	7.6994	7.6685	7.4799	7.6453	8.0254	7.7611	8.0338	7.6155	7.6237	7.5423	7.877	7.9063	7.6029	7.6987	7.5607	8.0029	7.7458	7.7527	7.7288	7.8068	7.4049	7.7286	7.7851	7.8381	7.5628	7.5014	7.6581	7.6707	8.1623	8.1174	8.1866	8.2477	8.2653	8.2828	8.0362	7.9032	7.9144	7.8832	7.8994	7.9725	7.7727	7.7958	7.8866	8.0095	7.9388	8.0589	8.2863	8.1469	8.2712	7.8518	7.6756	8.1812	7.9472	8.0107	8.0006	7.8727	8.053	8.0815	8.0226	7.8279	7.604	7.781	8.0482	7.9803	7.9862	7.9046	7.7066	7.861	7.8998	8.013	8.024	8.4438	7.7823	8.2603	8.0534	8.1543	8.0553	8.0063	7.9253	7.8883	8.1703	8.0883	8.1032	7.9594	8.1205	7.8175	7.9731	8.359	amino acid transport [GO:0006865]| transmembrane transport [GO:0055085]	integral component of membrane [GO:0016021]| plasma membrane [GO:0005886]		SUBCELLULAR LOCATION: Cell inner membrane| Multi-pass membrane protein.
pheS	8.354	8.993	8.5326	9.0547	8.6727	8.4281	9.2639	9.2168	9.3239	9.3943	10.122	9.5074	10.605	10.317	9.804	9.6876	10.852	11.048	11	10.518	10.425	10.334	11.425	11.464	11.408	10.762	10.768	10.501	10.557	10.362	10.147	10.227	9.8462	9.7629	9.7825	10.012	10.087	9.6192	9.7173	9.9567	11.239	11.014	11.113	11.199	11.094	10.933	11.153	11.083	10.811	11.041	11.296	11.246	10.951	10.522	10.893	11.136	10.797	11.049	11.387	11.37	11.368	10.957	10.744	11.267	11.016	11.016	11.165	11.097	11.135	11.058	11.062	10.811	10.583	10.847	10.942	10.776	10.941	11.293	11.516	11.244	10.987	10.897	11.007	11.143	10.159	9.9077	10.28	10.598	10.004	10.049	9.8003	9.5767	9.6617	9.5507	9.9597	9.8322	9.3805	9.3519	10.259	8.6548	phenylalanyl-tRNA aminoacylation [GO:0006432]	cytoplasm [GO:0005737]| cytosol [GO:0005829]| phenylalanine-tRNA ligase complex [GO:0009328]	ATP binding [GO:0005524]| magnesium ion binding [GO:0000287]| phenylalanine-tRNA ligase activity [GO:0004826]| tRNA binding [GO:0000049]	SUBCELLULAR LOCATION: Cytoplasm.
pheT	10.81	11.014	10.581	10.805	10.771	10.609	10.602	10.63	11.167	11.302	11.868	11.683	11.876	11.862	11.416	11.448	11.391	11.241	11.508	11.476	11.486	11.45	12.105	12.199	12.052	11.045	11.084	11.021	10.606	10.517	10.404	10.276	10.087	10.235	10.084	10.207	10.262	10.267	10.031	10.213	11.722	11.519	11.573	11.642	11.639	11.685	11.564	11.604	11.641	11.731	11.712	11.64	11.898	11.744	12.008	11.635	11.489	11.69	11.612	11.653	11.641	11.677	11.606	11.699	11.516	11.564	11.567	11.519	11.455	11.419	11.275	11.425	11.547	11.332	11.534	11.629	11.481	11.775	12.025	11.882	11.344	11.345	11.474	11.587	11.197	11.089	11.193	11.107	11.362	11.341	11.388	11.436	11.694	11.255	11.157	11.178	10.902	11.346	11.793	12.023	phenylalanyl-tRNA aminoacylation [GO:0006432]	cytosol [GO:0005829]| membrane [GO:0016020]| phenylalanine-tRNA ligase complex [GO:0009328]	ATP binding [GO:0005524]| identical protein binding [GO:0042802]| magnesium ion binding [GO:0000287]| phenylalanine-tRNA ligase activity [GO:0004826]| tRNA binding [GO:0000049]	SUBCELLULAR LOCATION: Cytoplasm.
phnC	8.2733	7.8804	8.3394	8.5466	8.4687	8.4694	8.1015	8.2496	8.2922	8.3643	8.1253	8.1026	8.085	7.9739	8.8315	8.8846	7.9258	8.1971	7.8876	8.0077	7.9407	7.864	8.075	8.175	7.984	8.4061	8.4475	8.222	8.5336	8.846	8.3927	8.648	8.7575	8.7773	8.9905	9.4047	8.9937	9.2116	9.4456	9.0416	7.7013	7.9217	7.8482	7.9583	7.7822	7.8029	7.8136	7.8962	7.9348	7.6086	7.8133	7.8444	7.9456	7.6492	7.8779	7.7792	7.9242	7.9039	7.6541	7.8628	7.8282	7.8387	7.8376	7.8601	7.8489	7.8552	7.9261	7.8802	7.8604	7.9641	7.8702	7.6762	7.766	7.7674	7.5544	7.91	7.9241	7.9517	7.7324	7.683	7.982	7.9583	8.0327	8.7036	8.5063	8.5933	8.4055	8.8336	8.6249	8.3616	8.3747	8.4974	8.3223	8.4499	8.6278	8.7774	8.5454	8.8654	8.5065	8.9481		plasma membrane [GO:0005886]	ABC-type phosphonate transporter activity [GO:0015416]| ATP binding [GO:0005524]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_01713}| Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_01713}.
phnD	8.3196	7.8324	8.6458	8.3518	8.3398	8.5161	8.2138	8.2747	8.2482	8.743	8.2576	8.2474	8.472	8.4535	8.7934	8.6708	7.9536	8.1944	7.8799	8.0642	8.1519	7.9934	8.242	8.2765	8.187	8.5224	8.4402	8.2102	8.5462	8.8608	8.4805	8.6619	8.6337	8.7244	8.8854	9.0534	8.7375	9.125	9.1487	8.9054	7.8049	8.0985	8.0074	8.1101	7.9605	8.0496	8.2396	8.2378	8.1896	7.7729	7.9608	8.0076	8.0494	7.9399	8.091	7.9594	8.0273	8.0011	7.9097	8.0614	8.0215	8.0687	8.032	7.9769	8.0686	8.0044	8.0244	7.9761	8.0811	8.2241	8.22	8.0267	8.0793	8.0005	7.6362	8.0439	8.0555	8.1367	8.0794	7.6459	8.2698	8.2122	8.1846	8.4909	8.4829	8.9018	8.3695	8.7099	8.7781	8.4246	8.5898	8.6723	8.2694	8.5998	8.3806	8.4694	8.5025	8.5219	8.3438	8.8786	organic phosphonate transport [GO:0015716]| transmembrane transport [GO:0055085]	ATP-binding cassette (ABC) transporter complex [GO:0043190]| periplasmic space [GO:0042597]		SUBCELLULAR LOCATION: Periplasm {ECO:0000305}.
phnE	7.8675	7.422	7.7236	8.0389	7.6224	7.9485	7.8093	7.9281	7.9009	8.1175	7.6275	7.7958	7.8693	7.7444	8.1699	7.9509	7.8001	8.1208	7.623	7.7653	7.8354	7.784	7.8648	7.9903	7.8349	8.0569	8.1105	7.7394	8.1654	8.261	8.1532	8.1825	8.2175	8.1239	8.1375	8.1424	8.3342	8.1856	8.3617	7.9655	7.3664	7.5593	7.6614	7.819	7.6415	7.7048	7.7094	7.8144	7.8463	7.2911	7.6709	7.6716	7.6735	7.5631	7.6453	7.4944	7.5584	7.692	7.5731	7.8206	7.7354	7.7497	7.6356	7.7628	7.7571	7.6525	7.6546	7.6516	7.742	7.9551	7.8613	7.6543	7.6123	7.5708	7.3886	7.7292	7.5611	7.7556	7.543	7.2528	7.9103	7.8823	7.9279	8.6606	8.467	8.732	8.2776	8.8655	8.6871	8.3383	8.6242	8.6145	8.2311	8.2814	8.7395	8.8322	8.4346	8.7636	8.6375	8.5858	organic phosphonate transport [GO:0015716]| transmembrane transport [GO:0055085]	integral component of membrane [GO:0016021]| plasma membrane [GO:0005886]		SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}| Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00441, ECO:0000269|PubMed:15919996}. Note=In strain K12 / MG1655 when overexpressed using vectors that provide a promoter and ribosome binding site (PubMed:15919996). {ECO:0000269|PubMed:15919996}.
phnF	7.3902	7.2195	7.495	7.5944	7.2146	7.5837	7.7018	7.4443	7.9599	7.8916	7.5221	7.8544	7.7673	7.6945	7.6161	7.7184	7.6072	7.6458	7.6318	7.604	7.5786	7.4251	7.7534	7.8165	7.6819	7.953	7.7352	7.678	7.921	8.0875	7.8663	7.9848	7.9742	7.8741	8.0738	8.1039	7.9865	7.8249	8.3248	8.1055	6.9858	7.2041	7.1649	7.2761	7.2337	7.2801	7.226	7.439	7.5839	7.2011	7.229	7.3686	7.2403	7.1508	7.2942	7.2175	7.0843	7.2497	7.4247	7.2663	7.3481	7.2236	7.2883	7.2434	7.3564	7.6128	7.405	7.5246	7.3595	7.3061	7.4493	7.2585	7.1045	7.1725	7.2164	7.3272	7.3388	7.4727	7.3217	7.0916	7.5575	7.6418	7.5631	8.1076	7.8905	8.0035	7.9932	8.0037	7.674	7.8023	7.8781	7.9775	7.8119	7.8213	8.3195	8.2003	8.003	8.3373	8.5024	8.3963	organic phosphonate transport [GO:0015716]		DNA binding [GO:0003677]| DNA-binding transcription factor activity [GO:0003700]	
phnG	8.2755	8.309	8.2497	8.4823	8.499	8.5016	8.8997	8.6264	9.0807	9.0651	8.8153	9.0267	8.7944	8.8978	8.5968	8.9842	8.8611	8.7824	8.8702	8.8746	8.7383	8.7614	9.0437	8.9166	8.969	9.2601	9.0066	9.0915	9.1869	9.3095	9.1223	9.1197	9.1997	9.087	9.2962	9.1525	9.031	8.8599	9.4507	9.4303	8.5749	8.5558	8.3511	8.1401	8.4341	8.4493	8.3992	8.5339	8.7845	8.5789	8.363	8.5259	8.3438	8.1985	8.5527	8.4537	8.2696	8.4527	8.7068	8.6313	8.573	8.3825	8.5023	8.3854	8.4164	8.7179	8.5916	8.6662	8.5955	8.5384	8.5287	8.4506	8.2317	8.3195	8.4212	8.4731	8.4909	8.5687	8.3755	8.4207	8.5776	8.672	8.6232	9.2095	9.1404	9.3566	9.0121	9.1018	9.0631	9.238	9.2327	9.1609	9.0572	9.2583	9.4469	9.1638	9.2992	8.941	9.1902	8.9779	organic phosphonate catabolic process [GO:0019700]| organic phosphonate transport [GO:0015716]	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase complex [GO:0061694]| carbon phosphorus lyase complex [GO:1904176]	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase activity [GO:0061693]	
phnH	8.297	8.3615	8.3261	8.3197	8.3772	8.5505	8.6475	8.4885	9.1034	9.1678	8.5742	8.7477	8.7379	8.819	8.4159	8.6645	8.4805	8.5404	8.6175	8.6418	8.5971	8.4031	8.8805	8.7085	8.5506	9.0516	8.9772	9.0439	8.8037	8.9472	8.8215	8.7277	8.9284	8.8937	9.2444	9.1689	8.8436	8.5758	9.0898	9.1664	8.1729	8.314	8.0474	8.0307	8.1533	8.252	8.1106	8.2549	8.3759	8.2412	8.1338	8.2082	8.0274	8.0295	8.2637	8.0953	8.0348	8.1603	8.4522	8.257	8.204	8.1127	8.2215	8.1402	8.1155	8.6	8.4061	8.4679	8.3283	8.2401	8.2917	8.2219	7.8851	8.1741	8.1821	8.2274	8.2199	8.4103	8.1183	8.117	8.2954	8.5731	8.4477	9.047	8.9214	9.0908	9.0543	8.8531	8.7177	8.9231	8.811	8.8454	8.7681	9.059	9.2562	9.0075	9.2241	9.0901	9.2897	8.9818	organic phosphonate catabolic process [GO:0019700]	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase complex [GO:0061694]| carbon phosphorus lyase complex [GO:1904176]	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase activity [GO:0061693]| identical protein binding [GO:0042802]	
phnI	8.8156	8.7862	8.7186	8.7422	8.8617	8.8682	8.8181	8.8096	9.2561	9.3614	9.1018	9.3325	9.0313	9.0479	8.5972	8.9511	8.7448	8.7151	8.7099	8.8895	8.7376	8.7435	8.8885	8.9354	8.8698	8.997	8.9007	8.9793	8.893	9.1407	8.9548	9.0023	8.9465	8.8935	9.154	8.9517	8.9387	8.6292	9.1589	9.1759	8.4694	8.4799	8.1665	8.2577	8.3797	8.4162	8.4316	8.56	8.5763	8.3762	8.3053	8.4197	8.3376	8.3564	8.5161	8.3475	8.2378	8.4034	8.6661	8.5461	8.2952	8.4144	8.459	8.3634	8.3813	8.748	8.6709	8.5866	8.6439	8.5055	8.5735	8.3499	8.3242	8.3198	8.4868	8.4104	8.5359	8.5848	8.5476	8.4748	8.5074	8.7456	8.6561	8.8645	9.0833	9.1328	8.8584	9.0532	9.0225	9.0677	9.0836	9.082	8.8671	9.0155	9.0224	8.7692	9.0962	9.065	8.8516	9.285	organic phosphonate catabolic process [GO:0019700]	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase complex [GO:0061694]| carbon phosphorus lyase complex [GO:1904176]	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase activity [GO:0061693]	
phnJ	9.2209	9.1954	9.2608	9.0493	9.2177	9.3201	9.1757	9.0164	9.5904	9.6356	9.3657	9.5017	9.267	9.4576	8.9909	9.3507	8.9687	8.9759	8.9067	9.0077	9.0092	9.1172	9.1638	9.063	9.0282	9.327	9.2715	9.4942	9.1612	9.4618	9.1954	9.2419	9.3556	9.3138	9.5647	9.3141	9.4066	9.1726	9.528	9.6151	8.6122	8.6417	8.3581	8.5821	8.5956	8.616	8.6501	8.6671	8.8504	8.7678	8.5727	8.6425	8.6028	8.5891	8.8078	8.6194	8.5413	8.6433	8.9133	8.6265	8.6262	8.5853	8.7279	8.5491	8.6431	8.9844	8.8781	8.9177	8.8036	8.7392	8.7667	8.6806	8.488	8.608	8.7591	8.776	8.7345	8.8035	8.8452	8.6472	8.8604	8.9787	8.8513	9.0647	9.4666	9.4282	9.3428	9.2731	9.2895	9.1816	9.385	9.2524	9.0376	9.0495	9.449	9.3373	9.4053	9.3016	9.5311	9.8034	organic phosphonate catabolic process [GO:0019700]	carbon phosphorus lyase complex [GO:1904176]	4 iron, 4 sulfur cluster binding [GO:0051539]| alpha-D-ribose 1-methylphosphonate 5-phosphate C-P-lyase activity [GO:0098848]| lyase activity [GO:0016829]| metal ion binding [GO:0046872]	
phnK	8.77	8.5099	8.6804	8.4931	8.5827	8.9499	8.8335	8.7413	9.011	8.948	8.7201	8.7608	8.6332	8.6523	8.0308	8.6971	8.4101	8.3937	8.5902	8.5142	8.499	8.7055	8.6141	8.4327	8.4207	8.7151	8.658	8.8132	8.5172	8.7347	8.541	8.4354	8.5967	8.5502	8.6876	8.2881	8.5146	8.3966	8.608	8.5584	8.1964	8.2177	8.0415	8.1853	8.2087	8.2131	8.0848	8.1584	8.3322	8.2803	8.1006	8.253	8.1319	8.0889	8.2638	8.2586	8.1802	8.141	8.3986	8.1395	8.0619	8.1718	8.3255	8.155	8.1438	8.4743	8.3255	8.38	8.365	8.1152	8.2916	8.1036	8.23	8.0391	8.3076	8.2077	8.1187	8.2801	8.4119	8.0692	8.2486	8.3607	8.3441	8.6774	8.6724	8.8223	8.6241	8.8983	8.751	8.6912	8.7543	8.6497	8.6782	8.9378	8.962	8.9502	8.7338	8.9863	8.9407	8.6279	organic phosphonate catabolic process [GO:0019700]	carbon phosphorus lyase complex [GO:1904176]	ATPase-coupled transmembrane transporter activity [GO:0042626]| ATP binding [GO:0005524]	
phnL	7.6786	7.5819	7.692	7.7779	7.9439	7.8554	8.2526	7.976	8.6398	8.5631	8.1075	8.4069	8.1857	8.292	8.0197	8.4149	8.129	8.0253	8.1529	8.2877	8.1483	8.4326	8.3675	8.319	8.2538	8.5022	8.4527	8.6088	8.3591	8.4901	8.4026	8.3116	8.53	8.3971	8.6977	8.2112	8.3665	8.1679	8.4083	8.4898	7.9141	7.9349	7.8096	8.0266	7.9	7.8575	7.8865	7.8639	8.2044	8.2187	7.9406	8.062	7.9168	7.8706	8.0937	7.8693	7.9417	7.8463	8.1062	7.926	7.696	7.8195	7.8745	7.8303	7.9045	8.1372	8.1772	8.2385	8.0156	7.973	7.9534	7.9007	7.7956	7.8476	8.0707	7.9615	7.9108	8.0333	8.0523	7.9166	7.9438	8.1272	8.1917	8.3558	8.3833	8.5774	8.46	8.6897	8.2662	8.3404	8.3983	8.3156	8.1926	8.3334	8.7793	8.6627	8.6075	8.6955	8.6544	8.592	organic phosphonate catabolic process [GO:0019700]	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase complex [GO:0061694]	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase activity [GO:0061693]| ATPase-coupled transmembrane transporter activity [GO:0042626]| ATP binding [GO:0005524]	
phnM	8.3304	8.1359	8.26	8.3386	8.3947	8.4703	8.5213	8.4644	8.9118	9.0318	8.7134	8.8129	8.5692	8.7929	8.5273	8.7253	8.4941	8.5023	8.4987	8.4909	8.4915	8.7493	8.7449	8.6023	8.4469	8.6565	8.6605	8.8516	8.4087	8.8808	8.6986	8.66	8.6978	8.5615	8.6852	8.6309	8.7298	8.6548	8.5224	8.6588	8.3637	8.4248	8.3733	8.3577	8.3549	8.318	8.3066	8.3223	8.4384	8.3647	8.2398	8.2732	8.3205	8.3632	8.3941	8.3439	8.4041	8.2814	8.4873	8.3503	8.1367	8.2501	8.3159	8.2674	8.2665	8.5621	8.4648	8.5864	8.3964	8.1742	8.4049	8.3384	8.3263	8.2576	8.4252	8.3881	8.3396	8.3988	8.4824	8.3678	8.3942	8.4918	8.3889	8.6071	8.6301	8.7236	8.7199	8.966	8.8226	8.6018	8.8786	8.671	8.5539	8.7299	8.984	8.6358	8.8479	8.6758	8.6939	8.6548	organic phosphonate catabolic process [GO:0019700]		hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810]	
phnN	8.0913	7.9005	8.0875	7.9647	8.0486	8.3725	8.2523	8.2907	8.7341	8.5945	8.3171	8.4367	8.3063	8.5973	8.2452	8.4759	7.9921	7.9956	7.9853	8.1615	8.0843	8.2702	8.1901	8.1766	8.1369	8.3325	8.0858	8.2516	8.0431	8.3124	8.1833	8.0582	8.1492	8.0545	8.3482	8.1344	8.2722	8.1868	8.1482	8.3851	7.7484	7.8109	7.8697	7.899	7.7325	7.8139	7.8117	7.788	8.0188	7.9769	7.7798	7.8163	7.8324	8.0741	7.953	7.7623	7.804	7.8435	7.9104	7.7879	7.6175	7.7485	7.8786	7.7278	7.75	8.0813	8.0299	7.9538	7.9101	7.8052	7.835	7.7318	7.849	7.6973	7.9306	7.9367	7.7844	7.9543	8.0724	7.9193	7.868	8.0428	8.1173	7.9222	8.1022	8.212	8.2899	8.2274	8.156	8.1651	8.1399	8.0346	7.9549	8.009	8.0485	8.2963	8.2893	8.2508	8.2077	8.0625	5-phosphoribose 1-diphosphate biosynthetic process [GO:0006015]| NAD biosynthetic process [GO:0009435]| organic phosphonate metabolic process [GO:0019634]	cytosol [GO:0005829]	ATP binding [GO:0005524]| ribose 1,5-bisphosphate phosphokinase activity [GO:0033863]	
phnO	8.2114	8.01	8.167	8.06	8.2425	8.2709	8.4729	8.4689	8.4938	8.4836	8.1458	8.6744	8.2303	8.4079	8.285	8.1969	8.1907	8.4766	8.3311	8.8668	8.7965	8.7856	8.2646	8.1222	8.0485	8.3961	8.3264	8.3375	8.055	8.1479	7.9546	7.918	8.1427	8.0319	8.1472	8.122	8.1973	8.2799	7.978	7.8813	8.3834	8.356	8.2373	8.2477	8.1627	8.1915	8.5275	8.4223	8.6419	8.6656	8.5024	8.5334	8.7308	8.76	8.9111	8.3102	8.2988	8.2535	8.2966	8.1659	8.0917	8.365	8.4372	8.0823	8.0595	8.5647	8.4707	8.5499	8.3676	8.3194	8.3273	8.2875	8.4658	8.3883	8.476	8.5024	8.3327	8.5674	8.6519	8.5635	8.5332	8.5296	8.4025	7.7921	7.7909	7.8881	8.0642	8.1435	7.9605	8.1457	8.3334	8.1793	8.147	8.0614	7.982	7.8722	8.0426	7.6784	7.7487	7.9245	aminophosphonate metabolic process [GO:0033051]| internal peptidyl-lysine acetylation [GO:0018393]		N-acetyltransferase activity [GO:0008080]| peptide-lysine-N-acetyltransferase activity [GO:0061733]	
phnP	7.8294	7.6799	7.6897	7.7654	7.8807	7.9151	7.9193	8.0642	7.9339	8.0337	7.6987	7.69	7.729	7.859	7.6229	7.6985	7.5912	7.7936	7.6663	7.9214	7.9044	7.9708	7.5136	7.6403	7.5248	7.688	7.8167	7.7669	7.4047	7.5297	7.501	7.3121	7.644	7.5161	7.7404	7.587	7.5146	7.7309	7.5232	7.5281	7.6638	7.6513	7.5497	7.6608	7.6852	7.5096	7.8794	7.7513	7.8864	8.0782	7.8917	7.8944	8.0208	8.1705	8.2117	7.7444	7.9315	7.6692	7.768	7.5998	7.5887	7.9237	8.085	7.5093	7.5506	7.7969	7.7067	7.8578	7.6949	7.5786	7.5991	7.7958	8.023	7.8362	7.7818	7.8352	7.6289	8.054	7.941	7.9645	7.7184	7.7097	7.8378	7.5134	7.4543	7.5675	7.6033	7.4493	7.5574	7.69	7.6364	7.6966	7.5919	7.4205	7.3827	7.1977	7.6347	7.3714	7.3773	7.8117	organic phosphonate catabolic process [GO:0019700]		5-phospho-alpha-D-ribosyl 1,2-cyclic phosphate phosphodiesterase activity [GO:0103043]| manganese ion binding [GO:0030145]	
phoA	8.5195	8.4816	8.326	8.0327	7.8286	7.1307	7.772	7.7302	7.9489	7.7816	7.9049	7.7471	7.8372	7.5545	8.4757	8.3346	7.8612	7.5114	7.9692	8.0153	7.9512	7.5314	7.9922	8.064	7.8263	7.4917	7.3739	7.9152	8.4903	8.7033	8.0174	8.5524	8.1916	8.7781	8.6399	9.2071	8.3757	8.6847	9.1696	8.6889	8.2054	8.206	8.3517	7.8744	7.6878	7.8689	7.9551	7.9001	8.2039	8.1033	8.0643	7.9264	8.1077	8.3733	8.1905	7.8	7.7268	7.8458	7.8141	7.616	7.6941	8.0989	7.9485	7.8498	7.7723	8.0398	8.1123	8.2875	8.1316	8.2199	8.2401	8.127	7.9993	8.0854	8.0661	8.1206	8.0653	8.2393	8.0205	7.9431	8.0692	8.1368	8.1721	7.961	7.6428	8.362	7.8438	7.6292	8.2169	8.1919	8.0546	8.2809	8.1755	8.2002	7.6918	7.6271	8.0147	7.6793	8.0637	8.1235	dephosphorylation [GO:0016311]| protein dephosphorylation [GO:0006470]	outer membrane-bounded periplasmic space [GO:0030288]| periplasmic space [GO:0042597]	alkaline phosphatase activity [GO:0004035]| hydrogenase (acceptor) activity [GO:0033748]| magnesium ion binding [GO:0000287]| oxidoreductase activity, acting on phosphorus or arsenic in donors [GO:0030613]| phosphoprotein phosphatase activity [GO:0004721]| zinc ion binding [GO:0008270]	SUBCELLULAR LOCATION: Periplasm.
phoB	7.6546	7.9948	7.8372	8.0644	8.2227	7.8101	8.2117	8.305	8.7697	8.7389	8.5964	9.0132	8.6162	8.9879	9.171	9.0575	8.4252	8.5273	8.4069	8.3996	8.4403	8.6042	8.5679	8.606	8.4015	9.2025	9.2901	9.0084	9.9833	10.215	9.2569	9.5033	9.5296	10.109	9.8467	10.088	9.7419	9.9281	9.8918	9.7287	8.5432	8.6748	8.8775	8.5387	8.4711	8.596	8.3764	8.2467	8.3515	8.4889	8.627	8.4542	8.2774	8.5742	8.5938	8.4567	8.5421	8.5616	8.4794	8.369	8.3311	8.6284	8.7057	8.766	8.4787	8.6899	8.4636	8.5072	8.3007	8.4763	8.2266	8.4003	8.5648	8.3078	8.5519	8.5108	8.5901	8.6332	8.6041	8.5495	8.3782	8.3877	8.4052	8.7673	8.668	8.9641	8.831	8.7337	8.8465	8.8068	8.7626	8.5055	8.841	8.7455	8.423	8.4776	8.8415	8.495	8.7893	9.5684	phosphate ion transport [GO:0006817]| regulation of DNA-templated transcription, initiation [GO:2000142]	cytosol [GO:0005829]| protein-DNA complex [GO:0032993]	bacterial-type RNA polymerase holo enzyme binding [GO:0001108]| DNA-binding transcription activator activity [GO:0001216]| identical protein binding [GO:0042802]| phosphorelay response regulator activity [GO:0000156]| transcription regulatory region sequence-specific DNA binding [GO:0000976]	SUBCELLULAR LOCATION: Cytoplasm.
phoE	7.5494	7.8684	7.5293	7.4893	7.4721	7.4986	7.0953	7.2912	7.5776	7.4429	7.3366	7.8155	7.3948	7.4984	7.9169	7.7871	7.1241	7.2044	7.0476	7.059	6.9287	7.2003	7.3192	7.1497	7.1204	7.2454	7.1902	7.3216	7.2753	7.7297	7.4346	7.4979	7.6495	7.6148	7.7878	7.9052	7.595	7.7959	7.6944	7.3591	7.1278	7.1891	7.2256	6.9483	6.7335	6.8212	6.8728	6.64	6.825	6.7459	6.7741	6.6713	6.5935	6.8543	6.8765	6.6	7.3202	6.8841	6.9055	6.451	6.763	6.9622	6.9409	7.0257	6.7584	7.1387	6.8688	6.7758	6.8251	6.976	6.7935	6.5849	6.7838	6.6126	6.7636	6.7229	6.8834	6.9001	6.7083	6.6599	6.9667	6.9824	6.8077	7.0678	7.2785	7.6236	7.1885	6.9712	7.2764	7.2538	7.3591	7.1947	7.4171	7.262	6.8977	6.8631	7.283	7.1056	7.6827	7.9617	ion transmembrane transport [GO:0034220]	cell outer membrane [GO:0009279]| pore complex [GO:0046930]	porin activity [GO:0015288]	SUBCELLULAR LOCATION: Cell outer membrane {ECO:0000269|PubMed:2464593}| Multi-pass membrane protein.
